distance_pair	len_sentence	pos_et1	pos_et2	num_ets_left	num_ets_inside	num_ets_right	presence_triggers_left	presence_triggers_inside	presence_triggers_right	num_triggers_left	num_triggers_inside	num_triggers_right	num_triggers_verbs_left	num_triggers_verbs_inside	num_triggers_verbs_right	num_triggers_nouns_left	num_triggers_nouns_insight	num_triggers_nouns_right	num_pos_triggers_left	num_pos_triggers_inside	num_pos_triggers_right	num_neg_triggers_left	num_neg_triggers_inside	num_neg_triggers_right	num_neg_left	num_neg_inside	num_neg_right	num_preps_left	num_preps_inside	num_preps_right	is_head_e1	is_head_e2	size_chunk_e1	size_chunk_e2	num_verbs_left	num_verbs_inside	num_verbs_right	num_nouns_left	num_nouns_inside	num_nouns_right	num_pos_triggers	num_neg_triggers	target	entity_pair	sentence
6	11	1	8	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	1	0	0	1	0	0	2	2	0	1	NEU	(Europe, Ukraine)	Europe steps up pressure on Russia over Ukraine at G20 meeting	
8	11	1	10	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	1	1	1	2	0	1	0	0	3	1	0	1	NEU	(Europe, G20)	Europe steps up pressure on Russia over Ukraine at G20 meeting	
1	11	6	8	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	3	0	1	0	0	2	0	2	0	1	NEU	(Russia, Ukraine)	Europe steps up pressure on Russia over Ukraine at G20 meeting	
3	11	6	10	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	2	0	1	1	3	2	1	0	0	2	1	1	0	1	NEU	(Russia, G20)	Europe steps up pressure on Russia over Ukraine at G20 meeting	
1	11	8	10	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	2	1	0	0	3	0	1	0	1	NEU	(Ukraine, G20)	Europe steps up pressure on Russia over Ukraine at G20 meeting	
3	8	2	6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3	0	0	0	0	1	2	0	1	NEU	(NATO, Afghan)	2 NATO troops killed in Afghan insider attack	
4	8	2	7	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1	V-NEG	(NATO, insider)	2 NATO troops killed in Afghan insider attack	
2	8	3	6	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	3	0	0	0	1	0	2	0	1	NEU	(troops, Afghan)	2 NATO troops killed in Afghan insider attack	
3	8	3	7	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	V-NEG	(troops, insider)	2 NATO troops killed in Afghan insider attack	
2	6	1	4	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	1	0	1	0	0	1	1	0	1	NEU	(U.S., NorwegianAir)	U.S. carriers accuse Norwegian Air of cheating	
1	6	2	4	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	M-NEG	(carriers, NorwegianAir)	U.S. carriers accuse Norwegian Air of cheating	
1	11	1	3	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	1	0	1	1	0	0	3	1	0	NEU	(Italy, US)	Italy urges US help in case of marines held in India	
9	11	1	11	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	2	0	0	3	0	1	0	M-NEG	(Italy, India)	Italy urges US help in case of marines held in India	
7	11	3	11	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	1	1	1	1	0	1	2	0	1	0	NEU	(US, India)	Italy urges US help in case of marines held in India	
2	13	10	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	2	1	1	0	0	1	1	0	0	0	NEU	(UK, Germany)	'Four killed' as small plane flying from UK crashes in Germany	
5	10	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	1	2	0	0	NEU	(German, British)	German paper claims it is the British who hog sunbeds	
4	10	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	NEU	(paper, British)	German paper claims it is the British who hog sunbeds	
3	8	1	5	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	2	0	2	0	0	0	2	0	1	V-NEG	(US, Venezuela)	US seeks to overthrow Venezuela government: official	
4	8	1	6	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	1	1	0	1	V-NEG	(US, government)	US seeks to overthrow Venezuela government: official	
2	10	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	0	1	1	0	1	3	0	0	NEU	(Spanish, US)	Spanish company buying US utility serving northeast for $3B	
3	10	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	1	0	2	2	0	0	NEU	(Spanish, utility)	Spanish company buying US utility serving northeast for $3B	
4	11	1	6	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	1	3	1	0	0	0	0	1	2	1	0	NEU	(US, Mexico)	US marine reservist held in Mexico back in jail after hearing	
3	11	2	6	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	1	0	1	0	0	0	1	1	2	1	0	M-NEG	(marine, Mexico)	US marine reservist held in Mexico back in jail after hearing	
5	12	1	7	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	2	0	1	1	0	1	2	0	1	M-NEG	(US, EU)	US expresses 'concern' over EU proposal to break up Google	
2	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	1	0	0	1	2	0	0	NEU	(Australia, UK)	Australia bank plans UK asset sale	
1	6	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	2	0	0	NEU	(bank, UK)	Australia bank plans UK asset sale	
0	7	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	1	0	0	3	1	0	V-POS	(Japan, US)	Japan-US nuclear deal announced at Hague summit	
4	7	1	6	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	3	2	0	1	0	0	1	1	1	0	NEU	(Japan, Hague)	Japan-US nuclear deal announced at Hague summit	
4	7	1	6	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	0	1	1	1	0	NEU	(US, Hague)	Japan-US nuclear deal announced at Hague summit	
3	11	1	5	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	1	1	0	1	2	0	0	2	1	0	NEU	(Russia, US)	Russia denies agreed with US to share intel on IS militants 	
8	11	1	10	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	2	1	0	2	1	1	0	NEU	(Russia, IS)	Russia denies agreed with US to share intel on IS militants 	
4	11	5	10	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	1	0	1	1	1	1	1	1	1	0	NEU	(US, IS)	Russia denies agreed with US to share intel on IS militants 	
2	11	1	4	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	3	0	1	0	0	0	4	0	1	NEU	(Russia, Syria)	Russia would veto Syria aid resolution in current form: RIA	
3	8	2	6	1	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	1	1	1	1	V-POS	(president, Iraq)	Iran president pledges to back Iraq amid attacks	
1	11	7	9	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	3	0	2	0	0	2	0	1	0	1	NEU	(Morocco, France)	Jihadists held for plotting attacks in Morocco, France: ministry	
1	6	1	3	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	3	0	0	0	1	0	1	2	0	2	M-POS	(US, group)	US-backed rebel group criticises Syria strikes	
3	6	1	5	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	3	2	0	1	0	0	2	1	0	2	NEU	(US, Syria)	US-backed rebel group criticises Syria strikes	
1	6	3	5	0	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	1	0	1	0	2	M-NEG	(group, Syria)	US-backed rebel group criticises Syria strikes	
1	9	2	4	0	0	0	0	0	1	0	0	2	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	1	0	0	3	1	1	V-NEG	(firm, U.S.)	Chinese firm under U.S. sanctions wins Turkish missile deal	
4	9	2	7	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	3	0	1	0	0	2	2	1	1	V-POS	(firm, Turkish)	Chinese firm under U.S. sanctions wins Turkish missile deal	
2	9	4	7	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	2	3	0	1	0	1	1	2	1	1	NEU	(U.S., Turkish)	Chinese firm under U.S. sanctions wins Turkish missile deal	
1	11	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	1	0	0	3	0	0	NEU	(Iran, EU)	Iran, EU to meet on Thursday on nuclear deal-IRNA report	
5	9	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	1	1	1	0	1	0	0	1	0	0	0	NEU	(U.S., Syria)	U.S. launches most powerful airstrikes in Syria so far	
1	9	2	4	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	3	1	0	V-POS	(government, Kurds)	Iraq government and Kurds reach deal on oil revenues	
5	9	3	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	2	0	0	0	NEU	(US, Poland)	Wanted in US, Roman Polanski questioned in Poland	
1	10	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	1	1	1	1	0	1	2	0	0	3	1	0	NEU	(Obama, China)	Obama urges China to be partner in ensuring world order	
1	8	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	1	0	0	3	0	0	NEU	(Ukraine, US)	Ukraine, US leaders speak before Putin talks	
5	8	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	0	0	2	1	0	0	NEU	(Ukraine, Putin)	Ukraine, US leaders speak before Putin talks	
3	8	3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	1	0	1	1	1	0	0	NEU	(US, Putin)	Ukraine, US leaders speak before Putin talks	
2	8	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	1	0	0	NEU	(leaders, Putin)	Ukraine, US leaders speak before Putin talks	
1	13	1	3	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	3	0	0	0	2	0	0	2	1	1	V-POS	(Turkey, US)	Turkey, US agree plan 'to train 2,000 moderate Syrian rebels'	
10	13	1	12	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	2	0	0	2	0	1	1	NEU	(Turkey, rebels)	Turkey, US agree plan 'to train 2,000 moderate Syrian rebels'	
8	13	3	12	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	0	1	1	NEU	(US, rebels)	Turkey, US agree plan 'to train 2,000 moderate Syrian rebels'	
8	10	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	1	0	0	3	0	0	0	NEU	(Kazakhstan, Italy)	Kazakhstan won't let oligarch's wife return to Italy	
8	13	1	10	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	1	1	1	2	0	1	0	0	3	1	1	0	M-POS	(Obama, Burma)	Obama takes on role as adviser and ally for Burma’s pro-democracy aspirations	
2	10	1	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	0	1	3	0	0	NEU	(US, Liberia)	US officials in Liberia confident in CDC's Ebola guidelines	
1	10	2	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	3	0	0	NEU	(officials, Liberia)	US officials in Liberia confident in CDC's Ebola guidelines	
1	10	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	1	1	0	0	3	0	0	M-NEG	(U.S., Europe)	U.S. urges Europe to take more action on bank backstops	
1	8	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	2	0	0	1	0	0	3	1	0	V-POS	(Afghan, U.S.)	Afghan, U.S. negotiators reach deal on security	
3	6	1	5	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	NEU	(Washington, Egyptian)	Washington not backing any Egyptian candidate	
4	6	1	6	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	NEU	(Washington, candidate)	Washington not backing any Egyptian candidate	
3	21	4	8	0	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	3	1	1	2	2	0	0	3	2	1	4	1	0	NEU	(WilliamHague, US)	Prism scandal: William Hague's vagueness on US spying fails to reassure MPs and public over covert GCHQ deal with NSA	
1	22	7	9	2	0	2	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0	2	0	0	3	4	0	4	1	0	NEU	(vagueness, US)	Prism scandal: William Hague's vagueness on US spying fails to reassure MPs and public over covert GCHQ deal with NSA	
11	14	1	13	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2	0	1	1	1	2	0	1	0	0	3	1	1	1	V-NEG	(Netanyahu, U.S.)	Netanyahu fires back at reported 'chickens—t' slur from U.S. official	
12	14	1	14	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	2	0	1	0	1	0	0	1	0	0	4	0	1	1	V-NEG	(Netanyahu, official)	Netanyahu fires back at reported 'chickens—t' slur from U.S. official	
1	9	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	2	0	0	0	0	0	3	1	0	NEU	(Turk, Lebanese)	Turk, Lebanese hostages free after Syrian war deal	
2	9	4	7	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	3	0	0	0	1	0	2	1	0	NEU	(hostages, Syrian)	Turk, Lebanese hostages free after Syrian war deal	
-1	5	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	V-POS	(Turkey, US)	Turning point for Kobani? Turkey agrees to let US use military bases on border to attack Isis	
-1	5	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	M-NEG	(Turkey, Isis)	Turning point for Kobani? Turkey agrees to let US use military bases on border to attack Isis	
-1	5	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	V-NEG	(US, Isis)	Turning point for Kobani? Turkey agrees to let US use military bases on border to attack Isis	
1	6	3	5	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	0	1	0	1	2	0	V-POS	(US, Cuban)	Ebola: US welcomes Cuban support	
4	10	1	6	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	2	1	0	0	1	0	2	1	0	1	V-NEG	(Israel, Iran)	Israel mulls preemptive attack on Iran as nuclear talks falter	
3	11	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	3	0	2	0	0	0	2	0	0	NEU	(Obama, Iraq)	Obama vows to continue Iraq air strikes 'if necessary'	
1	14	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	2	0	1	2	0	0	3	0	1	V-NEG	(DavidCameron, Europe)	David Cameron says Europe's block on sharing passenger data is 'frankly ridiculous'	
3	14	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	2	0	1	2	0	1	V-NEG	(DavidCameron, block)	David Cameron says Europe's block on sharing passenger data is 'frankly ridiculous'	
4	12	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	0	0	NEU	(Obama, Iraq)	Watch: President Obama says new campaign in Iraq may take time	
1	13	3	5	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	1	2	1	0	2	0	1	M-NEG	(Putin, Ukraine)	Russia's Putin accuses Ukraine of using 'blackmail' in gas talks	
6	10	1	8	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	1	1	0	1	0	0	1	1	1	0	M-POS	(UNSecurityCouncil, Iran)	UN Security Council would vote on any deal with Iran: US	
1	9	1	3	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	1	1	2	1	0	0	0	0	1	2	0	1	V-NEG	(Israel, Syria)	Israel bombs Syria in attacks probably aimed at Hezbollah	
7	9	1	9	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	1	1	2	1	0	0	0	0	3	0	0	1	V-NEG	(Israel, Hezbollah)	Israel bombs Syria in attacks probably aimed at Hezbollah	
5	9	3	9	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0	1	1	1	1	0	0	0	2	1	0	0	1	NEU	(Syria, Hezbollah)	Israel bombs Syria in attacks probably aimed at Hezbollah	
1	8	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	2	0	0	2	0	0	M-NEG	(Saudi, Iran)	Saudi rebuffs Iran call to end Yemen airstrikes	
5	8	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	3	0	0	1	1	0	0	NEU	(Saudi, Yemen)	Saudi rebuffs Iran call to end Yemen airstrikes	
3	8	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	2	1	2	0	1	0	1	0	0	NEU	(Iran, Yemen)	Saudi rebuffs Iran call to end Yemen airstrikes	
3	11	4	8	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	3	2	1	1	0	1	2	2	0	1	NEU	(Libyan, Egyptian)	Tanker coming from Libyan rebel port entered Egyptian waters: minister	
2	11	6	9	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	0	1	0	1	NEU	(port, waters)	Tanker coming from Libyan rebel port entered Egyptian waters: minister	
6	10	1	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	2	0	1	0	0	2	1	0	0	NEU	(Russia, German)	Russia's Putin denies a rift with German's Merkel	
6	10	3	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	NEU	(Putin, Merkel)	Russia's Putin denies a rift with German's Merkel	
1	9	1	3	0	0	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	4	0	2	M-POS	(EU, U.N.)	EU, U.N. condemn Ukraine rebels' election plans	
3	9	1	5	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	3	3	0	1	0	0	1	3	0	2	M-POS	(EU, Ukraine)	EU, U.N. condemn Ukraine rebels' election plans	
4	9	1	6	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	2	2	0	2	V-NEG	(EU, rebels)	EU, U.N. condemn Ukraine rebels' election plans	
1	9	3	5	1	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	3	0	1	0	1	0	3	0	2	M-POS	(U.N., Ukraine)	EU, U.N. condemn Ukraine rebels' election plans	
2	9	3	6	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	2	0	2	V-NEG	(U.N., rebels)	EU, U.N. condemn Ukraine rebels' election plans	
0	9	4	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	2	0	0	NEU	(U.S., Israel)	Snowden has more U.S.-Israel secrets to expose: Greenwald	
3	8	1	5	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	1	2	0	0	0	0	0	2	1	0	NEU	(Congress, Obama)	Congress deeply divided over Obama's Cuba deal	
5	8	1	7	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	NEU	(Congress, Cuba)	Congress deeply divided over Obama's Cuba deal	
1	8	5	7	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	2	0	0	0	0	1	0	1	1	0	V-POS	(Obama, Cuba)	Congress deeply divided over Obama's Cuba deal	
1	9	1	3	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	2	1	1	V-NEG	(Nigeria, SouthAfrica)	Nigeria threatens South Africa over 'frozen' weapons deal	
1	7	1	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	2	0	1	M-NEG	(UK, Merkel)	UK downplays Merkel 'exit warning'	
4	7	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	1	M-NEG	(UK, warning)	UK downplays Merkel 'exit warning'	
1	5	1	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	3	0	1	0	0	0	2	0	1	V-NEG	(WhiteHouse, IslamicState)	White House condemns Islamic State mass kidnappings	
1	11	1	3	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	1	1	1	2	0	1	1	0	0	4	1	1	V-NEG	(Russia, US)	Russia oppose US threats to keep the Assad deal in place	
2	11	1	4	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	2	1	0	1	0	0	1	1	0	1	3	1	1	V-NEG	(Russia, threats)	Russia oppose US threats to keep the Assad deal in place	
6	11	1	8	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	0	1	0	0	2	0	0	2	2	1	1	NEU	(Russia, Assad)	Russia oppose US threats to keep the Assad deal in place	
4	11	3	8	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	2	0	1	1	0	1	1	2	1	1	NEU	(US, Assad)	Russia oppose US threats to keep the Assad deal in place	
3	11	4	8	2	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	2	0	2	1	1	NEU	(threats, Assad)	Russia oppose US threats to keep the Assad deal in place	
3	11	1	5	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	2	0	1	V-NEG	(French, British)	French lash out at British 'hypocrisy' over Russian oligarchs	
5	11	1	7	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	1	V-NEG	(French, hypocrisy)	French lash out at British 'hypocrisy' over Russian oligarchs	
8	11	1	10	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	2	0	1	0	0	1	1	0	1	NEU	(French, Russian)	French lash out at British 'hypocrisy' over Russian oligarchs	
